OrderDate,OrderID,Customer,Segment,Region,Product,Category,SubCategory,Quantity,UnitPrice,DiscountPct,PaymentMethod,SalesChannel,Sales,COGS,Profit
2024-06-14,SO-14173,Gringotts,Corporate,South,Storage 383,Office Supplies,Storage,1,402.49,0.05,Card,Wholesale,382.37,289.79,92.58
2024-06-14,SO-14174,Globex Ltd,Home Office,Central,Tables 538,Furniture,Tables,1,126.43,0.0,Cash,Retail,126.43,103.67,22.76
2024-06-14,SO-14177,Pied Piper,Home Office,Central,Bookcases 214,Furniture,Bookcases,1,42.62,0.0,Cash,Retail,42.62,34.95,7.67
2024-06-14,SO-14175,Pied Piper,Home Office,East,Binders 908,Office Supplies,Binders,3,13.92,0.1,Cash,Retail,37.58,30.06,7.52
2024-06-15,SO-14185,Acme Corp,Corporate,East,Machines 865,Technology,Machines,2,509.14,0.0,Wire,Retail,1018.28,794.26,224.02
2024-06-15,SO-14190,Tyrell Corp,Consumer,East,Paper 827,Office Supplies,Paper,1,471.69,0.0,PayPal,Retail,471.69,339.62,132.07
2024-06-15,SO-14184,Pied Piper,Corporate,East,Accessories 301,Technology,Accessories,1,312.43,0.1,PayPal,Wholesale,281.19,243.7,37.49
2024-06-15,SO-14191,Wonka LLC,Home Office,West,Chairs 274,Furniture,Chairs,1,348.3,0.05,Card,Retail,330.88,285.61,45.27
2024-06-15,SO-14183,Cyberdyne,Home Office,East,Art 546,Office Supplies,Art,1,378.4,0.0,Card,Online,378.4,272.45,105.95
2024-06-16,SO-14193,Wayne Enterprises,Home Office,Central,Phones 262,Technology,Phones,4,168.49,0.05,Cash,Online,640.26,525.68,114.58
2024-06-17,SO-14196,Tyrell Corp,Corporate,East,Chairs 782,Furniture,Chairs,1,598.12,0.0,Card,Wholesale,598.12,490.46,107.66
2024-06-17,SO-14197,Cyberdyne,Corporate,East,Bookcases 479,Furniture,Bookcases,1,54.15,0.05,Card,Online,51.44,44.4,7.04
2024-06-17,SO-14199,Umbrella Co,Corporate,East,Tables 632,Furniture,Tables,1,135.67,0.1,Wire,Wholesale,122.1,111.25,10.85
2024-06-17,SO-14195,Cyberdyne,Corporate,Central,Storage 102,Office Supplies,Storage,1,324.8,0.0,Cash,Wholesale,324.8,233.86,90.94
2024-06-17,SO-14201,Oscorp,Corporate,Central,Chairs 592,Furniture,Chairs,1,109.16,0.2,Card,Retail,87.33,89.51,-2.18
2024-06-18,SO-14202,Wayne Enterprises,Home Office,Central,Art 764,Office Supplies,Art,1,37.17,0.05,Wire,Wholesale,35.31,26.76,8.55
2024-06-18,SO-14206,Umbrella Co,Home Office,Central,Furnishings 227,Furniture,Furnishings,1,186.18,0.15,Card,Wholesale,158.25,152.67,5.58
2024-06-18,SO-14208,Pied Piper,Home Office,Central,Tables 779,Furniture,Tables,1,486.76,0.0,Card,Wholesale,486.76,399.14,87.62
2024-06-18,SO-14205,Stark Industries,Corporate,East,Tables 405,Furniture,Tables,1,103.26,0.0,Card,Retail,103.26,84.67,18.59
2024-06-19,SO-14210,Wayne Enterprises,Corporate,South,Accessories 450,Technology,Accessories,1,20.81,0.0,PayPal,Wholesale,20.81,16.23,4.58
2024-06-19,SO-14211,Gringotts,Corporate,South,Machines 646,Technology,Machines,3,353.99,0.0,PayPal,Wholesale,1061.97,828.33,233.64
2024-06-20,SO-14220,Wayne Enterprises,Home Office,East,Paper 611,Office Supplies,Paper,1,267.12,0.0,PayPal,Retail,267.12,192.33,74.79
2024-06-20,SO-14218,Gringotts,Corporate,East,Storage 785,Office Supplies,Storage,1,156.33,0.2,Cash,Wholesale,125.06,112.56,12.5
2024-06-20,SO-14217,Acme Corp,Consumer,South,Furnishings 926,Furniture,Furnishings,1,452.47,0.1,Cash,Wholesale,407.22,371.03,36.19
2024-06-20,SO-14215,Acme Corp,Home Office,West,Chairs 895,Furniture,Chairs,1,73.64,0.05,Wire,Retail,69.96,60.38,9.58
2024-06-20,SO-14214,Gringotts,Corporate,Central,Chairs 769,Furniture,Chairs,1,425.95,0.1,Cash,Retail,383.36,349.28,34.08
2024-06-20,SO-14216,Initech,Consumer,West,Art 554,Office Supplies,Art,5,544.11,0.15,Card,Retail,2312.47,1958.8,353.67
2024-06-21,SO-14221,Gringotts,Consumer,South,Machines 126,Technology,Machines,1,481.2,0.05,Wire,Wholesale,457.14,375.34,81.8
2024-06-21,SO-14232,Initech,Home Office,South,Tables 542,Furniture,Tables,1,60.01,0.05,Cash,Wholesale,57.01,49.21,7.8
2024-06-21,SO-14222,Hooli,Consumer,South,Phones 571,Technology,Phones,1,416.35,0.0,PayPal,Wholesale,416.35,324.75,91.6
2024-06-21,SO-14225,Tyrell Corp,Home Office,West,Bookcases 796,Furniture,Bookcases,1,569.81,0.15,Card,Retail,484.34,467.24,17.1
2024-06-21,SO-14229,Wonka LLC,Corporate,East,Accessories 646,Technology,Accessories,1,170.33,0.0,Wire,Retail,170.33,132.86,37.47
2024-06-21,SO-14223,Aperture Labs,Home Office,East,Phones 548,Technology,Phones,1,244.1,0.1,Card,Retail,219.69,190.4,29.29
2024-06-21,SO-14230,Pied Piper,Consumer,East,Copiers 939,Technology,Copiers,4,81.59,0.0,Card,Online,326.36,254.56,71.8
2024-06-21,SO-14231,Tyrell Corp,Consumer,East,Tables 148,Furniture,Tables,4,527.11,0.0,Cash,Retail,2108.44,1728.92,379.52
2024-06-22,SO-14237,Aperture Labs,Consumer,South,Storage 929,Office Supplies,Storage,1,429.34,0.05,PayPal,Wholesale,407.87,309.12,98.75
2024-06-22,SO-14238,Pied Piper,Consumer,East,Storage 539,Office Supplies,Storage,2,183.03,0.15,Card,Online,311.15,263.56,47.59
2024-06-22,SO-14236,Hooli,Corporate,West,Accessories 970,Technology,Accessories,1,130.86,0.0,PayPal,Online,130.86,102.07,28.79
2024-06-22,SO-14234,Stark Industries,Consumer,East,Binders 780,Office Supplies,Binders,1,383.2,0.0,Card,Retail,383.2,275.9,107.3
2024-06-23,SO-14241,Wonka LLC,Corporate,West,Art 503,Office Supplies,Art,1,120.24,0.1,PayPal,Retail,108.22,86.57,21.65
2024-06-23,SO-14240,Stark Industries,Corporate,West,Machines 184,Technology,Machines,1,574.41,0.0,Card,Wholesale,574.41,448.04,126.37
2024-06-23,SO-14242,Stark Industries,Corporate,Central,Tables 285,Furniture,Tables,1,203.51,0.0,PayPal,Wholesale,203.51,166.88,36.63
2024-06-24,SO-14248,Acme Corp,Corporate,East,Paper 303,Office Supplies,Paper,1,370.84,0.1,Wire,Retail,333.76,267.0,66.76
2024-06-24,SO-14245,Acme Corp,Consumer,Central,Accessories 665,Technology,Accessories,1,481.41,0.0,Card,Wholesale,481.41,375.5,105.91
2024-06-24,SO-14249,Stark Industries,Consumer,East,Accessories 553,Technology,Accessories,1,106.94,0.1,Wire,Wholesale,96.25,83.41,12.84
2024-06-24,SO-14246,Tyrell Corp,Corporate,West,Storage 625,Office Supplies,Storage,1,569.13,0.1,PayPal,Online,512.22,409.77,102.45
2024-06-24,SO-14247,Cyberdyne,Corporate,Central,Copiers 491,Technology,Copiers,1,525.98,0.2,Wire,Online,420.78,410.26,10.52
2024-06-24,SO-14251,Vehement Capital,Corporate,Central,Chairs 849,Furniture,Chairs,1,579.41,0.05,Card,Retail,550.44,475.12,75.32
2024-06-25,SO-14252,Aperture Labs,Corporate,South,Accessories 894,Technology,Accessories,1,581.57,0.15,Cash,Retail,494.33,453.62,40.71
2024-06-25,SO-14255,Acme Corp,Home Office,Central,Storage 674,Office Supplies,Storage,1,398.1,0.05,Card,Wholesale,378.2,286.63,91.57
2024-06-25,SO-14253,Initech,Consumer,Central,Furnishings 769,Furniture,Furnishings,1,544.16,0.0,Cash,Wholesale,544.16,446.21,97.95
2024-06-25,SO-14254,Hooli,Home Office,East,Tables 196,Furniture,Tables,1,145.75,0.05,Cash,Online,138.46,119.52,18.94
2024-06-26,SO-14259,Acme Corp,Home Office,Central,Paper 723,Office Supplies,Paper,2,598.86,0.1,Card,Retail,1077.95,862.36,215.59
2024-06-26,SO-14261,Stark Industries,Corporate,West,Binders 822,Office Supplies,Binders,4,133.42,0.0,Cash,Wholesale,533.68,384.24,149.44
2024-06-26,SO-14257,Initech,Corporate,South,Art 914,Office Supplies,Art,1,382.46,0.0,Cash,Retail,382.46,275.37,107.09
2024-06-26,SO-14258,Tyrell Corp,Corporate,South,Chairs 702,Furniture,Chairs,1,187.05,0.05,Card,Retail,177.7,153.38,24.32
2024-06-27,SO-14268,Pied Piper,Home Office,Central,Copiers 296,Technology,Copiers,1,337.25,0.05,Card,Online,320.39,263.06,57.33
2024-06-27,SO-14263,Oscorp,Home Office,West,Furnishings 111,Furniture,Furnishings,1,525.97,0.0,Cash,Retail,525.97,431.3,94.67
2024-06-27,SO-14265,Vehement Capital,Home Office,South,Copiers 275,Technology,Copiers,1,207.53,0.0,Cash,Online,207.53,161.87,45.66
2024-06-27,SO-14267,Pied Piper,Home Office,Central,Accessories 985,Technology,Accessories,1,505.35,0.0,Wire,Online,505.35,394.17,111.18
2024-06-28,SO-14270,Stark Industries,Corporate,Central,Tables 890,Furniture,Tables,3,108.02,0.1,PayPal,Online,291.65,265.74,25.91
2024-06-28,SO-14276,Vehement Capital,Consumer,South,Chairs 501,Furniture,Chairs,1,509.99,0.05,PayPal,Wholesale,484.49,418.19,66.3
2024-06-28,SO-14272,Vehement Capital,Consumer,West,Copiers 476,Technology,Copiers,1,507.99,0.0,Cash,Wholesale,507.99,396.23,111.76
2024-06-28,SO-14273,Tyrell Corp,Consumer,East,Furnishings 202,Furniture,Furnishings,1,136.55,0.05,Cash,Retail,129.72,111.97,17.75
2024-06-28,SO-14274,Globex Ltd,Home Office,South,Accessories 133,Technology,Accessories,1,500.28,0.1,PayPal,Retail,450.25,390.22,60.03
2024-06-28,SO-14280,Wayne Enterprises,Home Office,South,Paper 962,Office Supplies,Paper,1,541.32,0.0,Card,Wholesale,541.32,389.75,151.57
2024-06-28,SO-14271,Acme Corp,Home Office,West,Copiers 148,Technology,Copiers,1,342.65,0.0,Card,Online,342.65,267.27,75.38
2024-06-28,SO-14275,Cyberdyne,Consumer,South,Art 175,Office Supplies,Art,2,98.32,0.05,Wire,Retail,186.81,141.58,45.23
2024-06-29,SO-14284,Hooli,Home Office,East,Furnishings 842,Furniture,Furnishings,1,295.15,0.05,Wire,Online,280.39,242.02,38.37
2024-06-29,SO-14285,Cyberdyne,Corporate,East,Chairs 977,Furniture,Chairs,1,468.9,0.0,PayPal,Retail,468.9,384.5,84.4
2024-06-29,SO-14288,Stark Industries,Corporate,South,Bookcases 528,Furniture,Bookcases,1,200.71,0.0,PayPal,Retail,200.71,164.58,36.13
2024-06-29,SO-14281,Pied Piper,Consumer,South,Accessories 331,Technology,Accessories,1,443.96,0.0,Wire,Retail,443.96,346.29,97.67
2024-06-30,SO-14292,Hooli,Corporate,South,Paper 986,Office Supplies,Paper,1,543.57,0.0,Cash,Online,543.57,391.37,152.2
2024-06-30,SO-14289,Initech,Consumer,South,Machines 799,Technology,Machines,1,484.55,0.0,Wire,Retail,484.55,377.95,106.6
2024-06-30,SO-14291,Acme Corp,Home Office,Central,Bookcases 859,Furniture,Bookcases,1,314.87,0.0,Cash,Online,314.87,258.19,56.68
2024-07-01,SO-14297,Wayne Enterprises,Consumer,East,Storage 276,Office Supplies,Storage,1,398.44,0.1,Wire,Wholesale,358.6,286.88,71.72
2024-07-01,SO-14293,Umbrella Co,Corporate,West,Storage 134,Office Supplies,Storage,3,231.01,0.15,Cash,Retail,589.08,498.99,90.09
2024-07-01,SO-14295,Umbrella Co,Consumer,South,Tables 608,Furniture,Tables,1,27.12,0.0,Cash,Wholesale,27.12,22.24,4.88
2024-07-01,SO-14296,Initech,Consumer,South,Binders 156,Office Supplies,Binders,1,400.26,0.05,Cash,Online,380.25,288.19,92.06
2024-07-02,SO-14307,Initech,Corporate,Central,Tables 642,Furniture,Tables,1,469.38,0.05,Card,Retail,445.91,384.89,61.02
2024-07-02,SO-14303,Wayne Enterprises,Home Office,South,Bookcases 897,Furniture,Bookcases,1,169.59,0.0,Wire,Wholesale,169.59,139.06,30.53
2024-07-02,SO-14304,Stark Industries,Consumer,East,Art 348,Office Supplies,Art,1,59.71,0.05,Cash,Wholesale,56.72,42.99,13.73
2024-07-02,SO-14305,Hooli,Consumer,East,Bookcases 359,Furniture,Bookcases,3,562.57,0.05,PayPal,Retail,1603.32,1383.93,219.39
2024-07-02,SO-14300,Tyrell Corp,Corporate,West,Furnishings 123,Furniture,Furnishings,1,22.7,0.0,Cash,Wholesale,22.7,18.61,4.09
2024-07-02,SO-14306,Cyberdyne,Corporate,South,Phones 219,Technology,Phones,1,446.59,0.0,Card,Retail,446.59,348.34,98.25
2024-07-02,SO-14302,Vehement Capital,Corporate,East,Art 770,Office Supplies,Art,1,196.45,0.0,Wire,Online,196.45,141.44,55.01
2024-07-03,SO-14308,Umbrella Co,Corporate,South,Tables 473,Furniture,Tables,4,444.98,0.05,PayPal,Online,1690.92,1459.52,231.4
2024-07-03,SO-14310,Aperture Labs,Consumer,West,Accessories 272,Technology,Accessories,3,193.1,0.0,Card,Online,579.3,451.86,127.44
2024-07-03,SO-14315,Tyrell Corp,Corporate,East,Storage 417,Office Supplies,Storage,1,293.49,0.0,PayPal,Online,293.49,211.31,82.18
2024-07-03,SO-14316,Oscorp,Consumer,East,Accessories 654,Technology,Accessories,1,80.96,0.1,Card,Retail,72.86,63.15,9.71
2024-07-03,SO-14309,Wonka LLC,Home Office,South,Storage 657,Office Supplies,Storage,1,555.46,0.0,Cash,Online,555.46,399.93,155.53
2024-07-03,SO-14311,Vehement Capital,Corporate,East,Phones 736,Technology,Phones,2,9.48,0.1,PayPal,Wholesale,17.06,14.78,2.28
2024-07-03,SO-14314,Pied Piper,Corporate,West,Art 916,Office Supplies,Art,2,109.18,0.0,Cash,Online,218.36,157.22,61.14
2024-07-04,SO-14320,Stark Industries,Corporate,East,Furnishings 734,Furniture,Furnishings,2,241.53,0.0,Wire,Wholesale,483.06,396.1,86.96
2024-07-04,SO-14319,Gringotts,Consumer,East,Storage 469,Office Supplies,Storage,1,511.57,0.0,PayPal,Retail,511.57,368.33,143.24
2024-07-04,SO-14318,Wayne Enterprises,Consumer,East,Accessories 797,Technology,Accessories,1,349.57,0.0,Wire,Wholesale,349.57,272.66,76.91
2024-07-04,SO-14317,Acme Corp,Corporate,East,Phones 283,Technology,Phones,1,586.39,0.0,Cash,Retail,586.39,457.38,129.01
2024-07-04,SO-14321,Hooli,Consumer,East,Furnishings 525,Furniture,Furnishings,1,551.91,0.0,Wire,Retail,551.91,452.57,99.34
2024-07-05,SO-14324,Vehement Capital,Corporate,Central,Paper 306,Office Supplies,Paper,1,517.15,0.0,Card,Wholesale,517.15,372.35,144.8
2024-07-05,SO-14327,Initech,Corporate,South,Copiers 859,Technology,Copiers,1,218.41,0.0,PayPal,Wholesale,218.41,170.36,48.05
2024-07-05,SO-14332,Gringotts,Home Office,West,Chairs 951,Furniture,Chairs,1,367.63,0.0,PayPal,Wholesale,367.63,301.46,66.17
2024-07-05,SO-14328,Gringotts,Home Office,East,Storage 107,Office Supplies,Storage,1,268.65,0.0,Card,Retail,268.65,193.43,75.22
2024-07-05,SO-14326,Acme Corp,Corporate,East,Furnishings 708,Furniture,Furnishings,2,329.94,0.05,Wire,Online,626.89,541.1,85.79
2024-07-05,SO-14329,Acme Corp,Home Office,East,Furnishings 723,Furniture,Furnishings,1,198.54,0.1,Cash,Wholesale,178.69,162.8,15.89
2024-07-05,SO-14323,Stark Industries,Consumer,West,Machines 156,Technology,Machines,1,491.93,0.05,Cash,Wholesale,467.33,383.71,83.62
2024-07-05,SO-14330,Initech,Home Office,East,Copiers 175,Technology,Copiers,1,450.82,0.0,Wire,Online,450.82,351.64,99.18
2024-07-06,SO-14336,Initech,Corporate,East,Furnishings 409,Furniture,Furnishings,1,347.26,0.0,Card,Retail,347.26,284.75,62.51
2024-07-06,SO-14334,Vehement Capital,Corporate,East,Art 430,Office Supplies,Art,1,393.98,0.0,Card,Online,393.98,283.67,110.31
2024-07-06,SO-14337,Vehement Capital,Corporate,West,Storage 946,Office Supplies,Storage,4,378.38,0.0,Wire,Wholesale,1513.52,1089.72,423.8
2024-07-06,SO-14335,Oscorp,Home Office,West,Storage 185,Office Supplies,Storage,4,368.9,0.0,PayPal,Wholesale,1475.6,1062.44,413.16
2024-07-06,SO-14333,Aperture Labs,Corporate,West,Art 617,Office Supplies,Art,1,519.08,0.0,Wire,Wholesale,519.08,373.74,145.34
2024-07-07,SO-14341,Stark Industries,Home Office,West,Tables 744,Furniture,Tables,1,335.98,0.05,PayPal,Retail,319.18,275.5,43.68
2024-07-07,SO-14339,Vehement Capital,Home Office,West,Accessories 407,Technology,Accessories,1,391.9,0.0,Cash,Wholesale,391.9,305.68,86.22
2024-07-07,SO-14340,Wonka LLC,Home Office,West,Furnishings 591,Furniture,Furnishings,1,365.23,0.0,Wire,Retail,365.23,299.49,65.74
2024-07-08,SO-14343,Wonka LLC,Corporate,East,Bookcases 328,Furniture,Bookcases,4,465.21,0.2,Card,Online,1488.67,1525.88,-37.21
2024-07-08,SO-14344,Tyrell Corp,Consumer,East,Chairs 756,Furniture,Chairs,3,438.73,0.0,PayPal,Online,1316.19,1079.28,236.91
2024-07-09,SO-14350,Stark Industries,Consumer,East,Art 251,Office Supplies,Art,1,64.56,0.0,Cash,Online,64.56,46.48,18.08
2024-07-09,SO-14348,Gringotts,Consumer,West,Bookcases 708,Furniture,Bookcases,3,477.46,0.0,Wire,Online,1432.38,1174.56,257.82
2024-07-09,SO-14352,Stark Industries,Corporate,South,Chairs 999,Furniture,Chairs,1,498.57,0.1,Card,Wholesale,448.71,408.83,39.88
2024-07-09,SO-14351,Globex Ltd,Corporate,East,Accessories 505,Technology,Accessories,2,346.05,0.05,PayPal,Online,657.5,539.84,117.66
2024-07-09,SO-14353,Globex Ltd,Consumer,Central,Paper 322,Office Supplies,Paper,1,548.23,0.1,PayPal,Wholesale,493.41,394.73,98.68
2024-07-09,SO-14354,Cyberdyne,Corporate,Central,Tables 261,Furniture,Tables,1,442.57,0.0,Wire,Wholesale,442.57,362.91,79.66
2024-07-09,SO-14349,Umbrella Co,Home Office,South,Phones 709,Technology,Phones,1,35.51,0.0,Card,Wholesale,35.51,27.7,7.81
2024-07-10,SO-14363,Wayne Enterprises,Home Office,Central,Accessories 413,Technology,Accessories,4,452.93,0.0,Wire,Wholesale,1811.72,1413.16,398.56
2024-07-10,SO-14358,Wayne Enterprises,Consumer,East,Paper 246,Office Supplies,Paper,1,137.7,0.2,Card,Wholesale,110.16,99.14,11.02
2024-07-10,SO-14355,Pied Piper,Home Office,Central,Furnishings 810,Furniture,Furnishings,1,47.57,0.0,Cash,Retail,47.57,39.01,8.56
2024-07-10,SO-14360,Stark Industries,Consumer,Central,Furnishings 355,Furniture,Furnishings,1,56.77,0.05,PayPal,Retail,53.93,46.55,7.38
2024-07-10,SO-14356,Pied Piper,Corporate,East,Phones 908,Technology,Phones,1,529.25,0.0,Wire,Online,529.25,412.81,116.44
2024-07-11,SO-14369,Hooli,Consumer,West,Furnishings 359,Furniture,Furnishings,1,284.02,0.1,Card,Wholesale,255.62,232.9,22.72
2024-07-11,SO-14366,Gringotts,Corporate,West,Tables 354,Furniture,Tables,1,134.08,0.0,Card,Online,134.08,109.95,24.13
2024-07-11,SO-14368,Vehement Capital,Consumer,West,Accessories 533,Technology,Accessories,1,215.98,0.15,PayPal,Online,183.58,168.46,15.12
2024-07-11,SO-14372,Umbrella Co,Corporate,West,Phones 599,Technology,Phones,1,146.34,0.2,Card,Retail,117.07,114.15,2.92
2024-07-11,SO-14373,Wayne Enterprises,Home Office,Central,Chairs 923,Furniture,Chairs,1,183.81,0.15,PayPal,Wholesale,156.24,150.72,5.52
2024-07-11,SO-14370,Tyrell Corp,Consumer,Central,Storage 261,Office Supplies,Storage,1,425.56,0.1,Card,Online,383.0,306.4,76.6
2024-07-11,SO-14371,Umbrella Co,Consumer,Central,Chairs 509,Furniture,Chairs,1,15.66,0.0,Card,Online,15.66,12.84,2.82
2024-07-11,SO-14367,Umbrella Co,Corporate,East,Copiers 448,Technology,Copiers,1,365.94,0.05,Wire,Wholesale,347.64,285.43,62.21
2024-07-12,SO-14378,Gringotts,Home Office,Central,Chairs 731,Furniture,Chairs,1,466.64,0.1,Cash,Online,419.98,382.64,37.34
2024-07-12,SO-14386,Umbrella Co,Home Office,West,Chairs 617,Furniture,Chairs,3,426.87,0.0,Card,Wholesale,1280.61,1050.09,230.52
2024-07-12,SO-14374,Gringotts,Corporate,East,Accessories 763,Technology,Accessories,1,176.49,0.0,PayPal,Retail,176.49,137.66,38.83
2024-07-12,SO-14382,Aperture Labs,Home Office,Central,Tables 423,Furniture,Tables,1,177.38,0.0,Wire,Online,177.38,145.45,31.93
2024-07-12,SO-14384,Initech,Corporate,East,Storage 612,Office Supplies,Storage,1,111.73,0.1,PayPal,Wholesale,100.56,80.45,20.11
2024-07-12,SO-14375,Oscorp,Consumer,Central,Accessories 480,Technology,Accessories,1,582.88,0.0,PayPal,Online,582.88,454.65,128.23
2024-07-12,SO-14380,Pied Piper,Consumer,West,Paper 384,Office Supplies,Paper,3,468.92,0.0,Cash,Online,1406.76,1012.86,393.9
2024-07-12,SO-14377,Globex Ltd,Home Office,West,Chairs 457,Furniture,Chairs,1,589.4,0.15,Wire,Wholesale,500.99,483.31,17.68
2024-07-12,SO-14385,Aperture Labs,Home Office,South,Furnishings 998,Furniture,Furnishings,1,307.46,0.05,Card,Retail,292.09,252.12,39.97
2024-07-12,SO-14379,Wayne Enterprises,Corporate,South,Furnishings 224,Furniture,Furnishings,3,189.89,0.0,Cash,Retail,569.67,467.13,102.54
2024-07-12,SO-14376,Initech,Consumer,Central,Binders 597,Office Supplies,Binders,3,213.13,0.1,Card,Wholesale,575.45,460.35,115.1
2024-07-12,SO-14383,Hooli,Corporate,East,Chairs 420,Furniture,Chairs,1,316.18,0.0,Card,Retail,316.18,259.27,56.91
2024-07-13,SO-14392,Tyrell Corp,Corporate,South,Tables 489,Furniture,Tables,5,180.71,0.0,Cash,Online,903.55,740.9,162.65
2024-07-13,SO-14395,Initech,Corporate,West,Copiers 530,Technology,Copiers,1,17.84,0.1,PayPal,Online,16.06,13.92,2.14
2024-07-13,SO-14387,Pied Piper,Consumer,East,Phones 391,Technology,Phones,2,593.7,0.0,Cash,Wholesale,1187.4,926.18,261.22
2024-07-13,SO-14396,Wonka LLC,Home Office,West,Binders 646,Office Supplies,Binders,2,45.45,0.0,Wire,Online,90.9,65.44,25.46
2024-07-13,SO-14394,Hooli,Home Office,East,Binders 789,Office Supplies,Binders,1,452.63,0.0,PayPal,Retail,452.63,325.89,126.74
2024-07-13,SO-14393,Cyberdyne,Consumer,East,Tables 831,Furniture,Tables,1,162.29,0.0,Cash,Online,162.29,133.08,29.21
2024-07-13,SO-14388,Globex Ltd,Home Office,East,Accessories 597,Technology,Accessories,4,332.02,0.0,Card,Wholesale,1328.08,1035.92,292.16
2024-07-14,SO-14399,Stark Industries,Corporate,East,Furnishings 560,Furniture,Furnishings,5,466.63,0.0,PayPal,Online,2333.15,1913.2,419.95
2024-07-14,SO-14398,Stark Industries,Corporate,West,Chairs 366,Furniture,Chairs,1,360.91,0.2,Cash,Retail,288.73,295.95,-7.22
2024-07-14,SO-14403,Tyrell Corp,Consumer,West,Binders 237,Office Supplies,Binders,1,21.08,0.0,PayPal,Wholesale,21.08,15.18,5.9
2024-07-14,SO-14402,Stark Industries,Consumer,West,Binders 740,Office Supplies,Binders,1,590.49,0.0,Cash,Online,590.49,425.15,165.34
2024-07-14,SO-14405,Wonka LLC,Consumer,South,Accessories 201,Technology,Accessories,1,338.42,0.0,Cash,Retail,338.42,263.97,74.45
2024-07-15,SO-14410,Tyrell Corp,Home Office,West,Furnishings 746,Furniture,Furnishings,1,362.24,0.0,Cash,Online,362.24,297.04,65.2
2024-07-15,SO-14415,Tyrell Corp,Corporate,South,Furnishings 872,Furniture,Furnishings,1,344.73,0.0,Cash,Online,344.73,282.68,62.05
2024-07-15,SO-14406,Gringotts,Consumer,South,Paper 959,Office Supplies,Paper,1,426.57,0.0,Cash,Online,426.57,307.13,119.44
2024-07-15,SO-14411,Cyberdyne,Consumer,South,Furnishings 199,Furniture,Furnishings,1,532.99,0.0,Cash,Online,532.99,437.05,95.94
2024-07-15,SO-14408,Stark Industries,Consumer,East,Bookcases 445,Furniture,Bookcases,2,543.02,0.0,PayPal,Online,1086.04,890.56,195.48
2024-07-15,SO-14413,Acme Corp,Corporate,East,Copiers 261,Technology,Copiers,1,138.23,0.0,PayPal,Wholesale,138.23,107.82,30.41
2024-07-15,SO-14412,Acme Corp,Corporate,West,Accessories 890,Technology,Accessories,1,9.62,0.0,Card,Online,9.62,7.5,2.12
2024-07-16,SO-14417,Initech,Consumer,Central,Bookcases 747,Furniture,Bookcases,1,478.86,0.0,Cash,Online,478.86,392.67,86.19
2024-07-17,SO-14422,Oscorp,Home Office,East,Binders 970,Office Supplies,Binders,4,418.32,0.0,Wire,Online,1673.28,1204.76,468.52
2024-07-17,SO-14428,Gringotts,Consumer,East,Tables 573,Furniture,Tables,1,447.58,0.15,Card,Retail,380.44,367.02,13.42
2024-07-17,SO-14418,Acme Corp,Consumer,West,Phones 232,Technology,Phones,1,183.22,0.0,Wire,Retail,183.22,142.91,40.31
2024-07-17,SO-14424,Aperture Labs,Home Office,East,Storage 918,Office Supplies,Storage,2,283.28,0.0,Wire,Retail,566.56,407.92,158.64
2024-07-17,SO-14419,Acme Corp,Corporate,Central,Storage 562,Office Supplies,Storage,1,399.36,0.05,Card,Online,379.39,287.54,91.85
2024-07-17,SO-14421,Vehement Capital,Home Office,West,Copiers 171,Technology,Copiers,1,599.8,0.1,Cash,Retail,539.82,467.84,71.98
2024-07-17,SO-14425,Globex Ltd,Consumer,Central,Furnishings 726,Furniture,Furnishings,2,513.82,0.0,PayPal,Wholesale,1027.64,842.66,184.98
2024-07-17,SO-14429,Wayne Enterprises,Consumer,East,Phones 645,Technology,Phones,1,436.92,0.0,Card,Wholesale,436.92,340.8,96.12
2024-07-18,SO-14439,Acme Corp,Corporate,Central,Copiers 911,Technology,Copiers,1,422.57,0.1,Card,Retail,380.31,329.6,50.71
2024-07-18,SO-14440,Wonka LLC,Corporate,East,Storage 639,Office Supplies,Storage,1,571.31,0.0,Wire,Online,571.31,411.34,159.97
2024-07-18,SO-14437,Vehement Capital,Home Office,East,Paper 260,Office Supplies,Paper,1,343.98,0.15,PayPal,Wholesale,292.38,247.67,44.71
2024-07-18,SO-14435,Umbrella Co,Consumer,Central,Chairs 302,Furniture,Chairs,1,56.22,0.05,Card,Wholesale,53.41,46.1,7.31
2024-07-19,SO-14442,Wayne Enterprises,Consumer,South,Machines 435,Technology,Machines,1,51.03,0.0,Cash,Wholesale,51.03,39.8,11.23
2024-07-19,SO-14443,Stark Industries,Corporate,East,Art 127,Office Supplies,Art,1,59.72,0.0,Wire,Online,59.72,43.0,16.72
2024-07-19,SO-14447,Umbrella Co,Corporate,West,Bookcases 339,Furniture,Bookcases,1,158.09,0.1,Card,Wholesale,142.28,129.63,12.65
2024-07-19,SO-14448,Aperture Labs,Corporate,East,Furnishings 347,Furniture,Furnishings,1,421.92,0.0,Card,Wholesale,421.92,345.97,75.95
2024-07-19,SO-14450,Oscorp,Consumer,East,Tables 505,Furniture,Tables,1,97.38,0.1,Card,Retail,87.64,79.85,7.79
2024-07-20,SO-14459,Hooli,Corporate,South,Tables 337,Furniture,Tables,4,333.83,0.05,Wire,Wholesale,1268.55,1094.96,173.59
